"nuID" "symbols"
"1796" "o_Go6fELXl4xcRFOOU" "ASB6"
"1797" "uq2fIIaEh1.EfN5Xyo" "ASB7"
"1798" "rihKJZZ9L7R5IlNs7Q" "ASB7"
"1799" "cDT1zBR5_sJjl0994A" "ASB7"
"1800" "NqLqAJOwidf_461NxU" "ASB8"
"1801" "9pL1xFxru71JKii86k" "ASB8"
"1802" "QKlV9.jkvOWXyD2gu8" "ASB9"
"1803" "NldElHq0I7UP9SLCjI" "ASB9"
"1804" "ZubFEd711NLgR_n59c" "ASCC1"
"1805" "HQF2pRCEUfVfxXoSSg" "ASCC2"
"1806" "cXQU1KA_Eunks_HUuE" "ASCC3"
"1807" "ZcHeWTAcwN7CusRJu0" "ASCC3"
"1808" "ZigorLhyi4M4qK.eqI" "ASCC3"
"1809" "NsAWAqCCma6SieEi44" "ASCC3"
"1810" "BddMriNCKUUvsfSRQ4" "ASCL1"
"1811" "0CBX4XqmwwI4XoVeVU" "ASCL2"
"1812" "fRWgCg4moCkmrgO7Q4" "ASCL3"
"1813" "roCw__F15.q4KIewno" "ASCL4"
"1814" "u9NSCZBiZiKSYtC5tA" "ASCL5"
"1815" "9_qaC5KkmrGOpGMiFw" "ASCL5"
"1816" "fRF7LHfVT9d4R05IOI" "ASF1A"
"1817" "i13nKFKuP0JSoJB6hU" "ASF1B"
"1818" "ueNqTcrx5QdXgtMe64" "ASFMR1"
"1819" "3qgoyrjvWCuKJ_AVuk" "ASGR1"
"1820" "HFeb1NUU0F1G4N5F3k" "ASGR2"
"1821" "uaEuOnfoDq6OkSHMpE" "ASGR2"
"1822" "64VSRF3pwVMVRF5Unc" "ASGR2"
"1823" "xeeVXVxdx1UA6DTqMo" "ASH1L"
"1824" "fuxTCUEFnh1KPkwlV4" "ASH2L"
"1825" "omivUojqH0qIXp_pwA" "ASIP"
"1826" "QhlNWlIAlelLpqZhHM" "ASL"
"1827" "0cMC6mYiinnu79eVSU" "ASL"
"1828" "B.oKkK5ijn4pSi.hEk" "ASL"
"1829" "ltdTh6khoC50ReeiKM" "ASMT"
"1830" "Zzkrh7v4XVITzYnpZU" "ASMTL"
"1831" "uizS5_eieRp9RSuSus" "ASMTL"
"1832" "xOU35RQLpVeCVKSTvQ" "ASMTL"
"1833" "lVMMSqiUfqSikqKrU8" "ASNA1"
"1834" "HDlHhX3lZGeFRxC0ns" "ASNS"
"1835" "Wbvo6oe6sjKoEOItB0" "ASNS"
"1836" "Zfkrz3bTbtZ.S2Tqeg" "ASNSD1"
"1837" "0HfjqCGNUepoh7FuxU" "ASPA"
"1838" "foF6S66X9xIl6Kua_s" "ASPG"
"1839" "6QJOihEIOooCmh3Sgc" "ASPH"
"1840" "0yg3OOeOuOiP_O6OOU" "ASPH"
"1841" "iWgeEUSSIZJfUkPyTg" "ASPH"
"1842" "lKV2H_32VSFfgoK51c" "ASPHD1"
"1843" "frqaqaKOoHpy4keAzA" "ASPHD1"
"1844" "HnsAET96BB6IBaLOV4" "ASPHD1"
"1845" "l_dahjiLP1TnotpiCo" "ASPHD2"
"1846" "lRA1XkJz0Drjoxn6T0" "ASPM"
"1847" "WoejB3iARNyzB4MJIk" "ASPN"
"1848" "WB7qFX0j1eKzp_tHdI" "ASPRV1"
"1849" "xmieXji9.ieGuhhuII" "ASPSCR1"
"1850" "HKX0qKZIwKIJ6JnFQI" "ASPSCR1"
"1851" "foUXXeUkoMCH7k1dAA" "ASPSCR1"
"1852" "BkllChpCeR.oPjXhjE" "ASRGL1"
"1853" "9kK0eUDIVuxDiieqXU" "ASS1"
"1854" "HUiQrR5QMhW7EOKJ6o" "ASS1"
"1855" "i7nzBeo6kVeUted5Zc" "ASS1"
"1856" "NiogUeREULvrOKgEFo" "ASTE1"
"1857" "9e1KglSd5SqnuxcgNM" "ASTL"
"1858" "HQR3VJ1TtVCF3ov134" "ASTN1"
"1859" "0VTlW66OO0KdCAySEI" "ASTN1"
"1860" "0KCd4o6_S4oJOrfwoc" "ASTN2"
"1861" "fbDUv9bdfrkjggFhlQ" "ASTN2"
"1862" "fXQoRQDRu4ogjrtDpU" "ASTN2"
"1863" "rnXl3dUE79SQsjlXu4" "ASXL1"
"1864" "fLW.IiQFM_5d9N_FSk" "ASXL2"
"1865" "Txdef_dUgujKSOoLjo" "ASXL3"
"1866" "BIoSc8Uzmj2v99.0.k" "ASZ1"
"1867" "QjBHoOp91Ug.x9L_4I" "ASZ1"
"1868" "ok_Dr7yklO50EeP0Xc" "ATAD1"
"1869" "3Ug97zKRcFGSTigBpE" "ATAD1"
"1870" "xp.pD390lxFdH77o04" "ATAD2"
"1871" "BuqFeqn.4I46BZHKvg" "ATAD2B"
"1872" "rk5Vjf0RHrhXiIoqKI" "ATAD3A"
"1873" "fvokEtQnQIs4pZbokk" "ATAD3B"
"1874" "c.6QyLfnZUq6Lkuu40" "ATAD3C"
"1875" "Qr4CHoAgieD6CApIN4" "ATAD5"
"1876" "WqakT3UpX31yd7r4Xc" "ATCAY"
"1877" "61FC9kvQJRH3ot8Urc" "ATE1"
"1878" "9XeWoL17vueOP7lKMQ" "ATE1"
"1879" "fXJVTD6j80.6KPf3Ik" "ATE1"
"1880" "xs0LpTEUo1FY4O6gh4" "ATE1"
"1881" "liiAugDhdCgnGpEHoI" "ATF1"
"1882" "WRI286dfXVLRJXSgvg" "ATF2"
"1883" "HdUm8EQDU6ks46Std4" "ATF3"
"1884" "ZdzMo53nv1wo.0kX5U" "ATF3"
"1885" "ZWXe6TRSr93ggireT8" "ATF3"
"1886" "fXL4oy0om0O5_xMi54" "ATF4"
"1887" "9lroINV63W4m1P_6Bc" "ATF4"
"1888" "9epLgujNHgojKCUhxE" "ATF4"
"1889" "BS79uCu_iKp7t6uKjo" "ATF5"
"1890" "o799LpA7JXk11LvF64" "ATF6"
"1891" "EVaqHOKI45I2LuK06E" "ATF6B"
"1892" "QUrpSuoe.QP1eNVKfo" "ATF6B"
"1893" "9FlXt3fT1XNBPFlXt0" "ATF7"
"1894" "KkOlV1f1w3p.xPz.uU" "ATF7IP"
"1895" "0pRTRDHCqdI7t_5UXc" "ATF7IP2"
"1896" "fD_Xvzrru9ey1SdVKI" "ATG10"
"1897" "xoPmkYIOUIvxelJXp8" "ATG10"
"1898" "6i24_xR5PXniQSLiFU" "ATG12"
"1899" "EAPPKeSKQijVeJUgvQ" "ATG12"
"1900" "NjrXpdReV3fV5eNFn8" "ATG16L1"
"1901" "0kSSZTf1v0qvuOClCg" "ATG16L1"
"1902" "l5x1qJROuJuhSpKCvs" "ATG16L2"
"1903" "oGin.oV2hVNUdJQu38" "ATG2A"
"1904" "QdYA197qr_IC4O_SE4" "ATG2B"
"1905" "ZLhT4A0V03lFF1Tu9I" "ATG3"
"1906" "iniuOCANPiHvkgoqog" "ATG3"
"1907" "BkpTml3tE3HQd574Tk" "ATG4A"
"1908" "QpXR8m6KCgSginjgCk" "ATG4A"
"1909" "f_p.kpTml3tE3HQd54" "ATG4A"
"1910" "NL_Q98OkDDC.SyAEAA" "ATG4B"
"1911" "rOhknHeFxhHda.ni.g" "ATG4B"
"1912" "uIfrogIFBFhx8g.uCo" "ATG4C"
"1913" "WtJMCj9XfiE9R5X3VA" "ATG4C"
"1914" "6ZVJ3ih.u.8wKiqOKo" "ATG4D"
"1915" "QKtdJ110lEiaxVO9Fc" "ATG4D"
"1916" "lcNUrC0JcQ5XIoIsAU" "ATG5"
"1917" "6pS72m_dqPQjFFL0ic" "ATG7"
"1918" "cSeSJNip6IokTHtTok" "ATG9A"
"1919" "6SQCJ3pWTdnuV4KqOA" "ATG9A"
"1920" "oHk56h51x3e1RV0VJ4" "ATG9A"
"1921" "fLQRcc7FKRSglIJ0qU" "ATG9B"
"1922" "iDVKdd_HepJ.DSvqSU" "ATHL1"
"1923" "NbISJwCi67psT5p1dY" "ATIC"
"1924" "Q6uqCD8lpvF5JL6IuA" "ATL1"
"1925" "KrHeiDFiJ6iewyFK6c" "ATL1"
"1926" "BkpeHhSu3TTlI8CEh4" "ATL2"
"1927" "ZIEQQlXHj96v3lGlEo" "ATL3"
"1928" "QSr_BaCaiysnm6cGiA" "ATM"
"1929" "6KiMMn9UVx.uStMXVQ" "ATM"
"1930" "xP0pgCDeq.lLS_dAK0" "ATM"
"1931" "93Er6eTIIAKyLz8w34" "ATM"
"1932" "KpwvUtCyg0uSXsL3UQ" "ATMIN"
"1933" "uOJOwwxCB79VdAF4F4" "ATMIN"
"1934" "fReReRSQjnNTkl3l2s" "ATN1"
"1935" "ce8junv_bJNu5RV5V0" "ATN1"
"1936" "QMehlC6igfQp7Veal0" "ATN1"
"1937" "xfklLkooASQB9l2tUQ" "ATOH1"
"1938" "BJSId9p9SViV9SOlFw" "ATOH7"
"1939" "9o37g6vj57gDDlV.Vc" "ATOH7"
"1940" "E4oKLIp6vp6JbXHqQg" "ATOH8"
"1941" "KOeNdWen1ISF6h_ktM" "ATOX1"
"1942" "u5KSu4E6qBDiSI6SKk" "ATP10A"
"1943" "6wOqIQKrrqp9JS4.aE" "ATP10A"
"1944" "oXKAeiQesQetFx35V0" "ATP10B"
"1945" "BXRJJ6T09XgNtt14wE" "ATP10D"
"1946" "Ne2JLQU385.dIfUkl4" "ATP11A"
"1947" "Z5kSXahZh0g9FXfl3c" "ATP11A"
"1948" "WxECn1IXiURUpXNeBI" "ATP11B"
"1949" "6oXiEe6e3DsNfwA93k" "ATP11B"
"1950" "KN4nsgqTeHTzWUhfS0" "ATP11C"
"1951" "HeCJwAelLuq8kjYMH4" "ATP11C"
"1952" "Qt.sP9EFntT7_KO8XE" "ATP11C"
"1953" "BOK5oJ300p3FegnrqM" "ATP12A"
"1954" "ipSSBSVQlJF.rAwJJM" "ATP13A1"
"1955" "HBFFlFF1RNXivph7cQ" "ATP13A2"
"1956" "rkR8F59tIqx_k0WuRI" "ATP13A3"
"1957" "TQWIQEKIs2vSRRElFk" "ATP13A3"
"1958" "NqUIP3OpQiEJKcCqAA" "ATP13A4"
"1959" "EB0D6ilBUSBJP3qUp4" "ATP13A5"
"1960" "iYLSAHTTSmGV6aerog" "ATP1A1"
"1961" "fov6B3FesoCRZJO6oI" "ATP1A1"
"1962" "BV6fOJKeIuE04IhJUg" "ATP1A1"
"1963" "6Xp8gpHqDteyIiFyMo" "ATP1A2"
"1964" "TUP_z3qqKJXd9e6VRc" "ATP1A3"
"1965" "usxV5d6gUwU13k_N2k" "ATP1A4"
"1966" "QqV93gUp1XteQd7T0Q" "ATP1A4"
"1967" "unu3iN6N5U0f6cuEqc" "ATP1B1"
"1968" "fvOfs_Dnt_E3fl_11o" "ATP1B1"
"1969" "9pU2OJP.BMdTLf9e64" "ATP1B1"
"1970" "QiqXXl153gz3snsik8" "ATP1B2"
"1971" "3rFaUE0Lh.MnkIDus4" "ATP1B3"
"1972" "WdcJBeaZqhlZf_c88w" "ATP1B3"
"1973" "Ni6Cd9NxBWFFog9eqY" "ATP1B3"
"1974" "ivpuctNLnN4j8OAzrk" "ATP1B3"
"1975" "cVpQTQuH8yeQgO6zug" "ATP1B3"
"1976" "x7pICD5713_g3X1SEU" "ATP1B4"
"1977" "fQN9Wp57qQQjv7Qq5U" "ATP2A1"
"1978" "W1SU1HRJ1FFaNP1xds" "ATP2A1"
"1979" "cN9Wp57qQQjv7Qq5V4" "ATP2A1"
"1980" "cON9CdalehdFS6dOtc" "ATP2A1"
"1981" "6ngbhUunjrngDdflbg" "ATP2A2"
"1982" "rl9r7CyUjV3UuE_gTk" "ATP2A2"
"1983" "cPv_v5x9XRUf6XW9FU" "ATP2A2"
"1984" "oI93n39eqorqit8kok" "ATP2A3"
"1985" "KWAo7Rwo6ePVQqRWd0" "ATP2A3"
"1986" "obsJQeIxbjrvj9.Q44" "ATP2B1"
"1987" "cSLoL1PSqncKaQV1Nk" "ATP2B1"
"1988" "WhXNB6IlRCkyoMiAKg" "ATP2B1"
"1989" "Bl6fKgSomOgg5QTyb4" "ATP2B2"
"1990" "uUly0OsA5KOkO6GUlI" "ATP2B2"
"1991" "oo9SxAZRQJSVHndcQo" "ATP2B2"
"1992" "KFXHRkPd3nlDXFLnno" "ATP2B3"
"1993" "Wfv.kt9CnqpXt0_oJU" "ATP2B3"
"1994" "ZlJ5IwdAlNX.9wKkT4" "ATP2B3"
"1995" "rN9VRR971579N11zqQ" "ATP2B4"
"1996" "TVBXnvKXnvV.nfjyiI" "ATP2B4"
"1997" "il313gyFIZX9Hy9LlI" "ATP2B4"
"1998" "Q3_LT7x4pL4uwonp5I" "ATP2C1"
"1999" "EpuJxiEO48RdiEQQ4U" "ATP2C1"
"2000" "TKeSE_i_Y6lIesSO.k" "ATP2C1"
"2001" "lNN2N6_4e6VeW7ddtI" "ATP2C2"
"2002" "B6p3hKixJ4Wfeirv3s" "ATP4A"
"2003" "06XdXqNfZeY5f4Xekg" "ATP4B"
"2004" "xRxJBVeukmCddBNVKA" "ATP4B"
"2005" "rbhfQQ1UYVs4KgLovQ" "ATP4B"
"2006" "T6.okGu_0u5gdSIJlQ" "ATP4B"
"2007" "rzbivnn.lS9r3hdjnk" "ATP5A1"
"2008" "0ft07bSUkUJfvqRzSo" "ATP5A1"
"2009" "rk9NuKrf7Xex7d3X5U" "ATP5B"
"2010" "fJivnEcEknqAgvOfvo" "ATP5C1"
"2011" "TCdddJ.ie6eUVOqd18" "ATP5D"
"2012" "NJJr1NkuBlh32uS__k" "ATP5D"
"2013" "l3jfXmngWVp4lhPlps" "ATP5E"
"2014" "3x6ISnodJxNYx1SN7k" "ATP5EP2"
"2015" "cIt_mP6VhmdZ.ZxJOs" "ATP5EP2"
"2016" "QsUXfXgxooAvbzoeNU" "ATP5F1"
"2017" "NuT5oXAnnpAgp0JElI" "ATP5F1"
"2018" "iLe0X4lqYme6lCSq_Q" "ATP5G1"
"2019" "odTqq0Wl75x5B1EU98" "ATP5G1"
"2020" "WfXXnk.ykeBVDVhbO8" "ATP5G2"
"2021" "liX1.Z31Z51lXd7fd4" "ATP5G2"
"2022" "f0kn6S3TtV8XR_3clk" "ATP5G2"
"2023" "6k9KSOe1T0ignEkvnU" "ATP5G3"
"2024" "liCCuA37ni6u3d0ClI" "ATP5H"
"2025" "9meCvVuUijAzHlSujk" "ATP5H"
"2026" "3uLhXmFR3_hSSaODAk" "ATP5I"
"2027" "BbhVjLoNJ0VAnSn3ik" "ATP5I"
"2028" "xKf56fuaTXnW3kr7n0" "ATP5I"
"2029" "xgsiaK66aaKf6SdqHg" "ATP5J"
"2030" "rinfSvdd7T2tJbdLU8" "ATP5J"
"2031" "930r3Xe09rSW3S1P5o" "ATP5J"
"2032" "KfpWJV1uKBEN0Nvng0" "ATP5J2"
"2033" "BX6ViVdbigRDdDb54M" "ATP5J2"
"2034" "ByLH7TfgzJdVCIgSro" "ATP5L"
"2035" "EHGUK_J69dUVeeI1cg" "ATP5L"
"2036" "BoFQLp597.g1c7gm9Q" "ATP5O"
"2037" "xKe5C7TzNijh7_eIfI" "ATP5S"
"2038" "ZVOtO4dSMfeqevg5Ls" "ATP5S"
"2039" "NRfUEpXehAxCPSmNhk" "ATP5S"
"2040" "HZdfbr376_595d6GWQ" "ATP5SL"
"2041" "uai5akok6rn6_.X1ww" "ATP6AP1"
"2042" "Z_U0Kqhj8UCVCHmXXU" "ATP6AP1L"
"2043" "foSe..BXfeQv74XE6k" "ATP6AP2"
"2044" "oleu16v9uON.ne.Uuo" "ATP6V0A1"
"2045" "6lZNddzXv2KyIn6R94" "ATP6V0A2"
"2046" "idThukLghKDgKDsCSc" "ATP6V0A4"
"2047" "fBInl16d.qJeoogolo" "ATP6V0A4"
"2048" "HobSXuj_MYfBRtIoKE" "ATP6V0A4"
"2049" "Ze14SyU19406Kl3ef0" "ATP6V0A4"
"2050" "ipXV5HVd_ebvj_ikeQ" "ATP6V0B"
"2051" "NhdSLgjq4cjjO7q6pY" "ATP6V0B"
"2052" "rxF2q1y3Qel5see6nQ" "ATP6V0C"
"2053" "xdNd1ECyFd1iVFJRIM" "ATP6V0C"
"2054" "cWpW6V5mie7UMC9_js" "ATP6V0C"
"2055" "crssZ7XJp5UvdeFd8g" "ATP6V0D1"
"2056" "iV_9JR5F6VfP_._.3A" "ATP6V0D2"
"2057" "Tp4_Q96VB0Fd3_hZD4" "ATP6V0E1"
"2058" "B1LqutLKIkb0ioIlN0" "ATP6V0E1"
"2059" "B3iXW2Vde_rCrvi7h8" "ATP6V0E2"
"2060" "9jjkvez8_57t61wuiU" "ATP6V1A"
"2061" "N1a55oIHgr5jl8d4ag" "ATP6V1B1"
"2062" "915l9eG4leJjfc5L3k" "ATP6V1B2"
"2063" "NiwJToJTgSwiHll6To" "ATP6V1C1"
"2064" "3XtJATqID5OaQfQIEM" "ATP6V1C1"
"2065" "uFKnit46gofh1K5Ijk" "ATP6V1C2"
"2066" "Wgbtf_KKuoRBLEgMLk" "ATP6V1C2"
"2067" "9mt0pQ8e6JJ.T1xUfk" "ATP6V1D"
"2068" "0inwpk7pEUdfUkstn8" "ATP6V1E1"
"2069" "0I66_TqfXq3Ud1t6XA" "ATP6V1E1"
"2070" "9kxenuDknoruitxLpA" "ATP6V1E2"
"2071" "TX1R1PCKcrimfcr56o" "ATP6V1F"
"2072" "uF7uCSSUl8Cy1PfnDo" "ATP6V1G1"
"2073" "EXRtTR6d3D1H7097hU" "ATP6V1G2"
"2074" "o2lMEEgOlLS1QrNSSc" "ATP6V1G2"
"2075" "9k63uE4BSA1O4HEiUU" "ATP6V1G3"
"2076" "KfSkgAalChCciglCCI" "ATP6V1G3"
"2077" "lde99pVa_Uj5.31KXQ" "ATP6V1H"
"2078" "6eeluSCdOuRB6gxfpA" "ATP6V1H"
"2079" "xQox.DNS5a9IdFzukU" "ATP7A"
"2080" "Bz3etNeuvnuniCmiKI" "ATP7B"
"2081" "fHUlZJE.We1tLD7td0" "ATP7B"
"2082" "WKInFK_0WS3nBQ9S3o" "ATP8A1"
"2083" "TlBUBWZf1_9R5IdIxI" "ATP8A2"
"2084" "KwjUgk2Qmvgpookukk" "ATP8B1"
"2085" "orn2p603_StWEcJ45A" "ATP8B2"
"2086" "i6o5v1K3F5bqOKS6Es" "ATP8B2"
"2087" "ZoOoiqC36SoDV.6URI" "ATP8B2"
"2088" "Tik32JUCi0Z6TNKCO0" "ATP8B3"
"2089" "BeXOhvt.V8Tl5cR8FI" "ATP8B4"
"2090" "l1SiqeCCUy_gugrHbQ" "ATP9A"
"2091" "fUQF.8d77dJZHqmims" "ATP9A"
"2092" "6eJh3H9Pv5Sbp2_e_U" "ATP9A"
"2093" "lOwwD4p1GilbtRNJ5I" "ATP9B"
"2094" "lOVVIjl.LsLJ6fqs0k" "ATPAF1"
"2095" "rVUch7idfipSh83e9k" "ATPAF1"
"2096" "cdU6bv6M3nl7rSgX5E" "ATPAF2"
"2097" "i4tFSDVMGgH9zqtN78" "ATPBD1B"
"2098" "WeOWarqp5ewOEe4MBU" "ATPBD3"
"2099" "r_1ORc_CBN0vn1O.6Y" "ATPBD4"
"2100" "lVMxXcXURPRJdVxbQ4" "ATPBD4"
"2101" "6RLoiatEoTjkq1K.e8" "ATPGD1"
"2102" "HpXiEbgRdXXOTRAX3U" "ATPGD1"
"2103" "0glrql9oCIiSngigYw" "ATPIF1"
"2104" "lRy_KLIIo4UnIdU6D4" "ATPIF1"
"2105" "3TA.G90kHvP3d408PM" "ATR"
"2106" "TzsAgzvDDcAsOT_s4M" "ATR"
"2107" "rF1MggO46tOe6DpS60" "ATR"
"2108" "3VleaiepLlEUigzDEs" "ATR"
"2109" "T3uWaAWO6CFWK6Lung" "ATRIP"
"2110" "6gFjughViui7p4pXi4" "ATRIP"
"2111" "xl1CD9BdBNF6nlL90k" "ATRN"
"2112" "0UKm0KqGLlJzuKyANg" "ATRN"
"2113" "ZkoEIgcKit7k.wEQO4" "ATRN"
"2114" "iUpUUIjPlX44i0BFeU" "ATRN"
"2115" "fkeeuoIpP8X1LkDXnU" "ATRN"
"2116" "xqF_OSbJ6zwQW6oRSk" "ATRNL1"
"2117" "3SCWEKb0JgBOFniVOI" "ATRX"
"2118" "x8CMMfIKvD6A0i.gMA" "ATRX"
"2119" "cnuuM18z_PX7kTuogA" "ATRX"
"2120" "clCoASEUgfq_KkcUh4" "ATXN1"
"2121" "WhKIH.9TObkx3ew9S4" "ATXN1"
"2122" "iK4OXu11Un05d7TqoI" "ATXN10"
"2123" "ZUjT0zTQQCdyqitG_4" "ATXN10"
"2124" "63SfjgCIub1RdSd65I" "ATXN1L"
"2125" "oo6R6orejo3uyi9Xsg" "ATXN1L"
"2126" "EiUlqKEfHEnnSCRR6A" "ATXN1L"
"2127" "Zv0i1ZKxVJ3n5YB6C8" "ATXN2"
"2128" "Bf5.ftd73PpHuyUXyI" "ATXN2L"
"2129" "il7epPbiYtPSXTe7XQ" "ATXN2L"
"2130" "rGk_igqEnn6vcOded0" "ATXN2L"
"2131" "B6IGGOpkeCKIJEuS1I" "ATXN2L"
"2132" "ilrxNJSYYkq8Xpj640" "ATXN2L"
"2133" "BgKUlFL0okfqLjcrjk" "ATXN3"
"2134" "Q6zPldeu7p5ET.NKgI" "ATXN3"
"2135" "NUEEL2IkPiLjdLjhNI" "ATXN3L"
"2136" "riAoKUD6tqoq6i4oLw" "ATXN7"
"2137" "c6jgBeD07chXlF56e4" "ATXN7L1"
"2138" "QtAJU8GIC5eVHkGiWU" "ATXN7L2"
"2139" "9scP1Olrp.19Tk0dVU" "ATXN7L3"
"2140" "coKffUgLnRFn3d_n.g" "ATXN8OS"
"2141" "ihemIi.8XSoXvkOIuk" "AUH"
"2142" "u6KMeKXxVwVY13FQTs" "AUP1"
"2143" "lxkIKI9EiIYlSinh4k" "AUP1"
"2144" "Wg57u3taRVrKXj6v3I" "AURKA"
"2145" "T1.KDnu7e1pFWspePo" "AURKA"
"2146" "QZW_ee41ssMD3SKHSU" "AURKAIP1"
"2147" "W1It6c6oC4Uf7nh2No" "AURKAPS1"
"2148" "NRBiFzZZNtCuhcC9Vk" "AURKB"
"2149" "i4.Up90jFJX6Ih5V6U" "AURKC"
"2150" "01VInuuSepAnQXkpgg" "AURKC"
"2151" "c45GWrsXj3oM51Cq4k" "AURKC"
"2152" "QuCQeDfSTvdNpol9_4" "AUTS2"
"2153" "NXUAO8WKCJ6CHr6Ek4" "AVEN"
"2154" "0onl4o7AV5QAog8Xd4" "AVIL"
"2155" "xedUp7xyUSNRJKoUzs" "AVL9"
"2156" "H4kKbSKec_f3ivwu1U" "AVL9"
"2157" "332ZWVeSRoQwF1lDkA" "AVP"
"2158" "Ejl4RTnlZefXaXHpfc" "AVP"
"2159" "uHsBTr1JJe9RFVEU0o" "AVPI1"
"2160" "HriKA74elADN..VUeY" "AVPR1A"
"2161" "iSlyjrntyq1GrpKD0g" "AVPR1B"
"2162" "Z1E1Uns4oifSlUoe6o" "AVPR2"
"2163" "cfu6VzD3pf7_ItJSXk" "AWAT2"
"2164" "9Sft35eUe7g2mGiR5E" "AXIN1"
"2165" "clrnkbrFJbtoTondYg" "AXIN1"
"2166" "EEsXsXka0VnW7tlcz4" "AXIN2"
"2167" "KqOhjdUX9qU75VbiUM" "AXL"
"2168" "Q.Qr3BXMeyz3_q5V3U" "AXL"
"2169" "lpflJe7n7qBF_xeJ8Q" "AXUD1"
"2170" "9FHFJ9JZ9Fe6p9fpWg" "AYP1p1"
"2171" "Z4oku6qhISiuj_iFgg" "AZGP1"
"2172" "WEinrr4jlRpwkXunk8" "AZI1"
"2173" "E5JJBpJp7EuK6eKIqI" "AZI1"
"2174" "9SeHSqLEN15QsMgUBU" "AZI2"
"2175" "WrkH_LX6fhzEpfgfTo" "AZIN1"
"2176" "TUIdM9NSfrtC6nvnlI" "AZIN1"
"2177" "c_UzeSiJ73MIDJ0i_Q" "AZIN1"
"2178" "QBuHuFVihS7ZVBBu5E" "AZU1"
"2179" "lIrqiSIPd81BNBN_tI" "B2M"
"2180" "luo2ITsJJNOiv4I5ZM" "B2M"
"2181" "KecMsrQKokdflV716s" "B3GALNT1"
"2182" "0tMly5PHRu3uiOeuwE" "B3GALNT1"
"2183" "0rqweL.lUOULGw4ISE" "B3GALNT1"
"2184" "ZNKkpAYw3i5C3ii1So" "B3GALNT2"
"2185" "rt.kvUUIDgfrF5Iunk" "B3GALT1"
"2186" "0k7eUA5BMagvz9eEko" "B3GALT2"
"2187" "HtI7f_AO7.a7oM8FQ0" "B3GALT3"
"2188" "HhWqb_Sa5YoIoaga7w" "B3GALT3"
"2189" "ii16k15rtiQyXp9Ing" "B3GALT4"
"2190" "HHk94XnsSHlRHnheXI" "B3GALT5"
"2191" "r8l9L_dZ5dcVIr_5iU" "B3GALT5"
"2192" "r006LTIKkieihYuKhc" "B3GALT5"
"2193" "Ev6D5_KBXm7n6IpSKk" "B3GALT6"
"2194" "iV6eXEUugCLdS953pc" "B3GALTL"
"2195" "6.3Ve55ZZW6WVd14Hw" "B3GAT1"
"2196" "uIKiiupErrifO7qR3E" "B3GAT1"
"2197" "9V4lF_Shv9VBd8RXo4" "B3GAT1"
"2198" "HhBFzLeid9SiOYFFZA" "B3GAT2"
"2199" "KKO6.1C14V_iUgulXc" "B3GAT3"
"2200" "9fQq96KKgq3kr1OrhI" "B3GNT1"
"2201" "9pXinsUzR4UrU3cVT4" "B3GNT2"
"2202" "fo0DnsOuiu6kiiopC4" "B3GNT3"
"2203" "EdiO6FO6keuEjiqdC4" "B3GNT4"
"2204" "QfoLvwr5T6_AEwu3ek" "B3GNT5"
"2205" "fnu6X4sDVvF3eJdrxU" "B3GNT6"
"2206" "x9aotYLogKeuoE6KUs" "B3Gn_T6"
"2207" "leuRJDdF51ZCdSud4U" "B3GNT7"
"2208" "rBB5CFQp1Lnh3T6oqY" "B3GNT8"
"2209" "lVeI5RRzw.VTOfQUVU" "B3GNT9"
"2210" "lJKJ.uJ5KTpjrmXvUQ" "B3GNTL1"
"2211" "6p6rip66_uAlPfL7t0" "B4GALNT1"
"2212" "WLputB99elRGiYdQIs" "B4GALNT2"
"2213" "cideIKGrSgoiN4eJhE" "B4GALNT3"
"2214" "uaH_Fq_ig4EaKL1iFI" "B4GALNT4"
"2215" "i6X_oCNIikiukShLAo" "B4GALT1"
"2216" "Bjfqvpf5OopK6p_jSw" "B4GALT2"
"2217" "3el5_2eo3g4UBR9UU4" "B4GALT2"
"2218" "KTqoaBbWSWWiWoleVA" "B4GALT2"
"2219" "EWoL7_uCglXV6k.3lw" "B4GALT3"
"2220" "ce4LrrtK4gptRAIqiA" "B4GALT4"
"2221" "0pDiuBkgaOCd8RQu0Y" "B4GALT4"
"2222" "iXftIjXcUSE8MniSiU" "B4GALT5"
"2223" "xS4Hwzv3uIuEie5W.M" "B4GALT6"
"2224" "0J6bK6S_peuKvKH0gE" "B4GALT7"
"2225" "3YsRIVQrrp0q4KWoLg" "B9D1"
"2226" "oqhLA7Oq2Srvi4Sink" "B9D2"
"2227" "HXkL0Knf3V6o7n_6fc" "BAALC"
"2228" "iiCCGB7iFS5UDVSJdI" "BAALC"
"2229" "QTio97Ne3dNxH56X14" "BAAT"
"2230" "9kiugDjcvXjJxUSJC4" "BACE1"
"2231" "Zr7gUHl8F96qKqPJyE" "BACE1"
"2232" "HdJzwgDRP1KkklqNjo" "BACE2"
"2233" "rVdFQCDzTVBJQhUErk" "BACE2"
"2234" "0k3LjKLLuiYgukgRck" "BACH1"
"2235" "NueJ6PyYIev_qFoiVI" "BACH1"
"2236" "QNkKUojm.re55N0JKE" "BACH1"
"2237" "6UilM9AEq33S7OQqnk" "BACH2"
"2238" "9nlO45m1XWYn9rhUYE" "BACH2"
"2239" "cV3sXdMHrQYewSvE0o" "BACH2"
"2240" "356KimkpWrSuXYjan4" "BAD"
